,firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender,carrier
352,name353,lastname353,JUN,11,2001,BS CTM,0927 205 9262,Female,Globe
353,name354,lastname354,FEB,16,1997,BS ITE,0918 120 1113,Female,Smart
354,name355,lastname355,APR,1,1999,BS CTM,0927 831 9943,Female,Globe
355,name356,lastname356,JUL,26,2001,BS MGT,0918 111 2365,Male,Smart
356,name357,lastname357,AUG,5,1997,BS CTM,0927 733 6775,Male,Globe
357,name358,lastname358,AUG,17,1999,BS ITE,0917 354 8160,Female,Globe
358,name359,lastname359,DEC,18,2000,BS MGT,0927 612 3910,Female,Globe
359,name360,lastname360,MAY,11,1999,BS MGT,0927 228 4106,Male,Globe
360,name361,lastname361,FEB,9,2001,BS LM,0918 211 1764,Male,Smart
361,name362,lastname362,SEP,27,2001,BS ME,0917 340 3848,Male,Globe
362,name363,lastname363,OCT,21,1997,BS MGT,0927 317 3533,Male,Globe
363,name364,lastname364,JAN,8,1997,BS MGT,0927 592 8138,Female,Globe
364,name365,lastname365,JUL,6,1999,BS ME,0917 102 3528,Female,Globe
365,name366,lastname366,NOV,13,1997,BS ITE,0918 384 3861,Male,Smart
366,name367,lastname367,MAY,15,1998,BS ITE,0917 277 1823,Male,Globe
367,name368,lastname368,JUN,22,2000,BS ITE,0927 594 7966,Male,Globe
368,name369,lastname369,MAR,1,2000,BS ME,0927 195 7539,Male,Globe
369,name370,lastname370,SEP,3,2001,BS ITE,0927 126 8314,Female,Globe
370,name371,lastname371,JAN,26,1998,BS LM,0927 788 6832,Female,Globe
371,name372,lastname372,AUG,25,1997,BS CTM,0917 768 3190,Female,Globe
372,name373,lastname373,APR,4,1998,BS CTM,0927 499 8056,Male,Globe
373,name374,lastname374,MAR,6,1998,BS CTM,0917 196 2990,Male,Globe
374,name375,lastname375,AUG,21,1999,BS ITE,0918 187 3716,Male,Smart
375,name376,lastname376,APR,24,1998,BS ME,0917 691 7182,Male,Globe
376,name377,lastname377,FEB,9,1998,BS ITE,0927 256 3795,Female,Globe
377,name378,lastname378,DEC,5,1999,BS CTM,0927 176 7320,Male,Globe
378,name379,lastname379,JAN,26,1997,BS CTM,0927 360 1774,Male,Globe
379,name380,lastname380,MAR,12,1998,BS MGT,0927 990 1362,Female,Globe
380,name381,lastname381,NOV,21,1998,BS MGT,0918 334 8614,Female,Smart
381,name382,lastname382,JUN,14,1999,BS ITE,0917 688 8237,Female,Globe
382,name383,lastname383,JUL,27,1999,BS ME,0927 547 7228,Female,Globe
383,name384,lastname384,FEB,6,1997,BS LM,0927 731 1675,Male,Globe
384,name385,lastname385,SEP,18,1998,BS LM,0918 389 8961,Male,Smart
385,name386,lastname386,OCT,6,1999,BS ME,0927 568 4260,Female,Globe
386,name387,lastname387,JUN,16,1999,BS MGT,0927 477 1635,Female,Globe
387,name388,lastname388,JAN,2,2000,BS ITE,0917 261 6867,Female,Globe
388,name389,lastname389,SEP,24,1999,BS CTM,0927 508 2670,Female,Globe
389,name390,lastname390,JAN,21,2000,BS ME,0917 293 6725,Male,Globe
390,name391,lastname391,DEC,16,2000,BS MGT,0927 487 4223,Female,Globe
391,name392,lastname392,AUG,2,1999,BS ITE,0917 763 4974,Male,Globe
392,name393,lastname393,JUN,28,1998,BS LM,0917 793 6625,Female,Globe
393,name394,lastname394,JUN,13,1999,BS ITE,0927 552 3618,Female,Globe
394,name395,lastname395,JAN,23,2001,BS MGT,0917 187 1504,Male,Globe
395,name396,lastname396,SEP,19,1999,BS LM,0917 655 6808,Female,Globe
396,name397,lastname397,JAN,8,1999,BS ME,0918 441 4937,Male,Smart
397,name398,lastname398,SEP,2,1999,BS LM,0917 807 2225,Male,Globe
398,name399,lastname399,AUG,25,2001,BS MGT,0927 589 3638,Male,Globe
399,name400,lastname400,FEB,9,1999,BS MGT,0917 785 6859,Female,Globe
400,name401,lastname401,OCT,3,1998,BS MGT,0918 593 5046,Female,Smart
401,name402,lastname402,MAR,4,2001,BS ITE,0918 486 8396,Male,Smart
402,name403,lastname403,JUN,20,1998,BS ITE,0917 281 9618,Female,Globe
403,name404,lastname404,MAY,23,1997,BS CTM,0917 621 8869,Male,Globe
404,name405,lastname405,NOV,4,1999,BS ME,0927 924 6856,Male,Globe
405,name406,lastname406,DEC,11,1998,BS ME,0918 184 7364,Female,Smart
406,name407,lastname407,MAY,17,1998,BS MGT,0927 794 4417,Male,Globe
407,name408,lastname408,JUL,17,2001,BS MGT,0927 472 7168,Female,Globe
408,name409,lastname409,AUG,1,1997,BS ME,0918 483 2009,Female,Smart
409,name410,lastname410,AUG,22,1997,BS CTM,0917 347 8315,Male,Globe
410,name411,lastname411,FEB,20,1998,BS ITE,0917 881 3071,Male,Globe
411,name412,lastname412,FEB,10,1999,BS MGT,0917 681 7070,Female,Globe
412,name413,lastname413,MAY,9,1997,BS ME,0917 277 3163,Male,Globe
413,name414,lastname414,JUN,5,2001,BS ITE,0917 367 2247,Male,Globe
414,name415,lastname415,NOV,15,1999,BS ITE,0927 996 8602,Female,Globe
415,name416,lastname416,MAY,25,1998,BS CTM,0917 211 3821,Female,Globe
416,name417,lastname417,JUN,12,1997,BS ME,0927 137 5483,Male,Globe
417,name418,lastname418,FEB,22,1998,BS ITE,0927 146 1580,Female,Globe
418,name419,lastname419,FEB,14,1999,BS MGT,0917 686 4318,Male,Globe
419,name420,lastname420,MAY,7,1999,BS MGT,0918 870 7055,Female,Smart
420,name421,lastname421,JUN,27,2001,BS CTM,0917 306 8677,Female,Globe
421,name422,lastname422,JUL,3,1997,BS CTM,0927 364 8721,Male,Globe
422,name423,lastname423,SEP,14,2000,BS MGT,0917 520 5319,Male,Globe
423,name424,lastname424,APR,6,1998,BS MGT,0918 812 6741,Female,Smart
424,name425,lastname425,APR,14,1999,BS MGT,0918 784 4632,Male,Smart
425,name426,lastname426,MAR,15,2000,BS ME,0927 103 8881,Female,Globe
426,name427,lastname427,NOV,13,1997,BS MGT,0927 869 8588,Male,Globe
427,name428,lastname428,APR,19,1998,BS CTM,0918 373 8418,Male,Smart
428,name429,lastname429,NOV,10,2001,BS CTM,0918 313 7865,Female,Smart
429,name430,lastname430,FEB,5,2001,BS CTM,0927 804 2579,Female,Globe
430,name431,lastname431,JUN,5,1998,BS ME,0917 648 3069,Female,Globe
431,name432,lastname432,MAR,27,2001,BS CTM,0927 329 1747,Female,Globe
432,name433,lastname433,NOV,17,1997,BS MGT,0927 297 9518,Male,Globe
433,name434,lastname434,DEC,14,1997,BS ME,0927 931 6877,Male,Globe
434,name435,lastname435,AUG,23,2000,BS ITE,0917 307 2012,Male,Globe
435,name436,lastname436,JAN,13,1998,BS ITE,0917 243 4142,Male,Globe
436,name437,lastname437,FEB,28,2001,BS CTM,0927 116 5889,Female,Globe
437,name438,lastname438,MAY,24,2000,BS LM,0917 746 9784,Female,Globe
438,name439,lastname439,APR,13,1998,BS LM,0917 228 3833,Female,Globe
439,name440,lastname440,MAY,14,1997,BS LM,0917 896 3614,Male,Globe
440,name441,lastname441,MAY,28,1999,BS ME,0927 292 9675,Female,Globe
441,name442,lastname442,JUL,23,1999,BS CTM,0918 786 1587,Female,Smart
442,name443,lastname443,JAN,20,1999,BS ITE,0918 315 9445,Male,Smart
443,name444,lastname444,APR,16,1999,BS CTM,0918 185 3883,Female,Smart
444,name445,lastname445,SEP,23,1997,BS LM,0918 133 8176,Male,Smart
445,name446,lastname446,JUL,16,2000,BS LM,0917 158 9222,Male,Globe
446,name447,lastname447,MAY,26,1998,BS CTM,0918 777 2751,Male,Smart
447,name448,lastname448,JAN,23,1998,BS CTM,0918 407 6344,Female,Smart
448,name449,lastname449,APR,26,1997,BS ITE,0918 992 1668,Female,Smart
449,name450,lastname450,MAR,28,2001,BS MGT,0918 661 9609,Male,Smart
450,name451,lastname451,MAR,26,2000,BS LM,0918 554 4787,Male,Smart
451,name452,lastname452,DEC,27,1998,BS LM,0927 196 8999,Male,Globe
452,name453,lastname453,OCT,24,1999,BS ITE,0927 768 6004,Male,Globe
453,name454,lastname454,AUG,3,1999,BS ITE,0918 563 6928,Male,Smart
454,name455,lastname455,MAR,4,1999,BS ME,0927 992 1613,Female,Globe
455,name456,lastname456,MAR,21,2000,BS MGT,0918 966 5429,Female,Smart
456,name457,lastname457,DEC,24,1997,BS ITE,0917 950 6481,Female,Globe
457,name458,lastname458,JAN,11,1998,BS ITE,0927 174 8702,Female,Globe
458,name459,lastname459,JAN,26,2001,BS ITE,0927 810 5085,Male,Globe
459,name460,lastname460,APR,26,1997,BS LM,0918 955 5912,Male,Smart
460,name461,lastname461,APR,14,1997,BS CTM,0917 365 4093,Female,Globe
461,name462,lastname462,AUG,13,2000,BS LM,0927 161 4112,Female,Globe
462,name463,lastname463,DEC,9,2001,BS ME,0927 712 6963,Female,Globe
463,name464,lastname464,JAN,24,1999,BS CTM,0918 694 3625,Male,Smart
464,name465,lastname465,FEB,27,1999,BS ME,0927 221 6429,Male,Globe
465,name466,lastname466,FEB,5,1997,BS LM,0918 380 9040,Male,Smart
466,name467,lastname467,OCT,26,1999,BS ITE,0917 319 5070,Male,Globe
467,name468,lastname468,JUN,8,2000,BS CTM,0918 799 5285,Female,Smart
468,name469,lastname469,AUG,8,1999,BS ITE,0918 941 5488,Female,Smart
469,name470,lastname470,JUN,21,1998,BS ITE,0927 534 2876,Male,Globe
470,name471,lastname471,MAY,24,1999,BS CTM,0917 908 5006,Male,Globe
471,name472,lastname472,JAN,28,1999,BS ME,0927 402 4494,Female,Globe
472,name473,lastname473,DEC,7,1999,BS ME,0918 754 3507,Female,Smart
473,name474,lastname474,NOV,19,1998,BS MGT,0927 559 5075,Male,Globe
474,name475,lastname475,SEP,7,1998,BS ITE,0927 733 7323,Female,Globe
475,name476,lastname476,MAR,7,1998,BS MGT,0918 646 3244,Female,Smart
476,name477,lastname477,NOV,20,2000,BS ME,0917 320 8047,Male,Globe
477,name478,lastname478,AUG,4,1998,BS MGT,0917 759 3071,Male,Globe
478,name479,lastname479,MAY,19,1999,BS ME,0918 870 9843,Male,Smart
479,name480,lastname480,JUN,3,1997,BS ITE,0927 217 6206,Female,Globe
480,name481,lastname481,AUG,14,1999,BS ME,0927 861 5556,Female,Globe
481,name482,lastname482,JAN,20,2000,BS LM,0927 545 5153,Male,Globe
482,name483,lastname483,NOV,17,2000,BS LM,0918 373 5268,Female,Smart
483,name484,lastname484,JUN,10,1998,BS MGT,0917 200 5708,Female,Globe
484,name485,lastname485,JUL,3,1997,BS ME,0918 417 2231,Female,Smart
485,name486,lastname486,MAY,9,1998,BS MGT,0917 179 4262,Male,Globe
486,name487,lastname487,NOV,10,1997,BS ITE,0917 695 4286,Female,Globe
487,name488,lastname488,NOV,16,1998,BS ME,0918 401 8010,Male,Smart
488,name489,lastname489,JUL,9,1999,BS ITE,0927 710 7161,Male,Globe
489,name490,lastname490,SEP,2,1997,BS CTM,0917 894 8484,Male,Globe
490,name491,lastname491,APR,20,2001,BS CTM,0918 221 2946,Male,Smart
491,name492,lastname492,JUN,15,1997,BS MGT,0918 174 8000,Male,Smart
492,name493,lastname493,JUL,27,1998,BS ITE,0918 702 6770,Female,Smart
493,name494,lastname494,DEC,9,2000,BS LM,0918 695 2117,Female,Smart
494,name495,lastname495,JUN,5,1997,BS ITE,0927 508 1619,Male,Globe
495,name496,lastname496,SEP,8,1999,BS ITE,0917 395 6151,Male,Globe
496,name497,lastname497,MAY,19,1999,BS ME,0927 372 3298,Female,Globe
497,name498,lastname498,JUL,28,1998,BS ME,0918 531 2515,Male,Smart
498,name499,lastname499,JUL,3,1997,BS LM,0917 396 4526,Female,Globe
499,name500,lastname500,DEC,11,1998,BS MGT,0918 185 5929,Female,Smart
500,name501,lastname501,JUN,22,1997,BS MGT,0917 590 9444,Male,Globe
501,name502,lastname502,JUL,24,1997,BS ME,0917 878 5177,Female,Globe
502,name503,lastname503,MAY,10,1997,BS ITE,0927 567 2696,Female,Globe
503,name504,lastname504,JUN,5,2000,BS LM,0918 406 5783,Female,Smart
504,name505,lastname505,JUL,20,1999,BS MGT,0917 954 2865,Female,Globe
505,name506,lastname506,MAY,4,1999,BS ME,0927 643 5522,Female,Globe
506,name507,lastname507,AUG,12,1999,BS ME,0918 273 5732,Male,Smart
507,name508,lastname508,SEP,22,1997,BS CTM,0917 802 1053,Male,Globe
508,name509,lastname509,APR,10,2001,BS CTM,0927 100 9522,Female,Globe
509,name510,lastname510,DEC,28,1998,BS CTM,0918 449 1726,Female,Smart
510,name511,lastname511,APR,11,1998,BS ME,0917 688 3781,Male,Globe
511,name512,lastname512,AUG,18,1998,BS ME,0917 543 6559,Female,Globe
512,name513,lastname513,APR,5,1999,BS ME,0927 232 8037,Female,Globe
513,name514,lastname514,JAN,12,1999,BS ITE,0927 608 4902,Male,Globe
514,name515,lastname515,JUN,11,1998,BS LM,0927 827 3644,Female,Globe
515,name516,lastname516,FEB,17,2000,BS ITE,0927 357 4989,Male,Globe
516,name517,lastname517,APR,27,2001,BS ME,0917 491 1993,Male,Globe
517,name518,lastname518,FEB,26,1997,BS CTM,0918 797 8291,Male,Smart
518,name519,lastname519,NOV,24,1997,BS MGT,0917 314 2329,Male,Globe
519,name520,lastname520,MAY,15,2000,BS ME,0927 775 3422,Female,Globe
520,name521,lastname521,NOV,21,1999,BS ITE,0927 387 5890,Male,Globe
521,name522,lastname522,JUL,13,1997,BS ME,0927 473 8626,Female,Globe
522,name523,lastname523,AUG,21,2000,BS CTM,0927 699 3438,Male,Globe
523,name524,lastname524,DEC,11,1997,BS LM,0927 325 6294,Male,Globe
524,name525,lastname525,JUN,15,2001,BS CTM,0917 177 4774,Female,Globe
525,name526,lastname526,MAR,10,1998,BS ME,0918 538 5327,Male,Smart
526,name527,lastname527,APR,1,2001,BS MGT,0918 812 7959,Male,Smart
527,name528,lastname528,JUN,11,1998,BS MGT,0927 372 4811,Female,Globe
528,name529,lastname529,FEB,11,1997,BS LM,0927 469 5706,Female,Globe
529,name530,lastname530,NOV,18,1997,BS ME,0927 444 7700,Male,Globe
530,name531,lastname531,NOV,19,2000,BS MGT,0927 622 3854,Male,Globe
531,name532,lastname532,OCT,9,1998,BS ITE,0917 910 9162,Male,Globe
532,name533,lastname533,MAY,4,2001,BS ITE,0927 373 9316,Male,Globe
533,name534,lastname534,MAY,23,2001,BS CTM,0917 251 1124,Female,Globe
534,name535,lastname535,MAR,4,1997,BS ME,0927 577 7471,Male,Globe
535,name536,lastname536,JUN,15,2000,BS ITE,0918 138 1962,Female,Smart
536,name537,lastname537,APR,13,1998,BS LM,0927 792 8939,Female,Globe
537,name538,lastname538,MAR,9,1999,BS MGT,0927 830 8250,Male,Globe
538,name539,lastname539,NOV,18,1998,BS MGT,0918 194 4060,Male,Smart
539,name540,lastname540,FEB,4,1997,BS ME,0918 921 3557,Male,Smart
540,name541,lastname541,OCT,20,1997,BS MGT,0918 414 4111,Female,Smart
541,name542,lastname542,MAR,5,1997,BS ITE,0918 340 9046,Female,Smart
542,name543,lastname543,JUN,4,1998,BS MGT,0927 485 1284,Female,Globe
543,name544,lastname544,NOV,22,1998,BS CTM,0927 151 7167,Male,Globe
544,name545,lastname545,FEB,7,1999,BS ME,0927 114 7594,Female,Globe
545,name546,lastname546,DEC,21,1998,BS MGT,0917 937 2325,Male,Globe
546,name547,lastname547,NOV,9,1998,BS LM,0927 431 9754,Female,Globe
547,name548,lastname548,JUN,3,1997,BS LM,0927 425 8002,Male,Globe
548,name549,lastname549,JUN,20,2000,BS MGT,0917 581 5639,Male,Globe
549,name550,lastname550,MAR,12,1998,BS CTM,0918 580 7526,Female,Smart
550,name551,lastname551,FEB,11,1997,BS LM,0917 556 4934,Male,Globe
551,name552,lastname552,MAR,26,1997,BS LM,0927 822 3280,Female,Globe
552,name553,lastname553,NOV,5,1998,BS ITE,0927 264 3760,Male,Globe
553,name554,lastname554,NOV,28,2001,BS ITE,0917 886 1007,Male,Globe
554,name555,lastname555,APR,21,2001,BS MGT,0918 364 5430,Female,Smart
555,name556,lastname556,JAN,19,1998,BS ME,0927 440 8339,Female,Globe
556,name557,lastname557,APR,22,1998,BS ME,0917 925 3058,Male,Globe
557,name558,lastname558,AUG,24,1999,BS ME,0917 474 3597,Female,Globe
558,name559,lastname559,AUG,1,2001,BS LM,0918 195 9569,Male,Smart
559,name560,lastname560,DEC,15,1997,BS MGT,0917 551 4269,Female,Globe
560,name561,lastname561,DEC,26,1999,BS LM,0918 177 8086,Female,Smart
561,name562,lastname562,JAN,8,1999,BS ME,0927 217 6451,Female,Globe
562,name563,lastname563,DEC,18,1999,BS CTM,0917 363 9982,Female,Globe
563,name564,lastname564,MAR,23,1999,BS ITE,0927 295 8046,Female,Globe
564,name565,lastname565,AUG,26,1997,BS ME,0917 249 5815,Female,Globe
565,name566,lastname566,FEB,11,1997,BS ME,0927 748 6818,Female,Globe
566,name567,lastname567,AUG,2,1997,BS MGT,0918 793 6810,Female,Smart
567,name568,lastname568,JAN,6,1999,BS ME,0917 225 8310,Female,Globe
568,name569,lastname569,OCT,10,2001,BS MGT,0917 574 1808,Female,Globe
569,name570,lastname570,AUG,21,2000,BS CTM,0918 689 5703,Female,Smart
570,name571,lastname571,MAR,27,1999,BS ITE,0927 293 8314,Male,Globe
571,name572,lastname572,MAR,8,1998,BS LM,0917 714 4402,Male,Globe
572,name573,lastname573,JUN,13,2000,BS ITE,0927 495 3274,Female,Globe
573,name574,lastname574,DEC,6,1999,BS LM,0927 313 7592,Female,Globe
574,name575,lastname575,MAY,15,1997,BS ME,0917 812 7658,Male,Globe
575,name576,lastname576,NOV,3,1997,BS LM,0918 973 2935,Male,Smart
576,name577,lastname577,DEC,17,1997,BS CTM,0918 404 3126,Female,Smart
577,name578,lastname578,SEP,14,2001,BS CTM,0918 335 5068,Female,Smart
578,name579,lastname579,AUG,4,1998,BS CTM,0918 304 2412,Male,Smart
579,name580,lastname580,JAN,8,1998,BS ITE,0918 348 1352,Female,Smart
580,name581,lastname581,DEC,26,1999,BS MGT,0918 880 4150,Female,Smart
581,name582,lastname582,MAY,24,1999,BS ME,0917 494 9681,Female,Globe
582,name583,lastname583,AUG,11,1997,BS ME,0918 989 8679,Male,Smart
583,name584,lastname584,JUN,11,1998,BS ME,0927 359 3617,Male,Globe
584,name585,lastname585,SEP,22,1999,BS LM,0917 505 5839,Male,Globe
585,name586,lastname586,AUG,27,1999,BS ITE,0927 845 2484,Male,Globe
586,name587,lastname587,FEB,19,1999,BS MGT,0927 282 1066,Female,Globe
587,name588,lastname588,NOV,24,1997,BS MGT,0927 615 8231,Female,Globe
588,name589,lastname589,SEP,19,1999,BS ITE,0917 984 9015,Male,Globe
589,name590,lastname590,APR,18,1998,BS ME,0917 693 5469,Female,Globe
590,name591,lastname591,NOV,16,2000,BS ME,0918 955 1464,Male,Smart
591,name592,lastname592,AUG,2,1999,BS ITE,0917 511 2548,Female,Globe
592,name593,lastname593,MAR,17,1998,BS ITE,0918 925 1254,Male,Smart
593,name594,lastname594,MAY,10,1997,BS ITE,0927 943 7120,Male,Globe
594,name595,lastname595,OCT,9,2000,BS ME,0917 179 8860,Female,Globe
595,name596,lastname596,APR,14,1997,BS ME,0927 597 5052,Female,Globe
596,name597,lastname597,JUN,13,2001,BS MGT,0917 472 6191,Female,Globe
597,name598,lastname598,DEC,9,1998,BS MGT,0927 269 3083,Male,Globe
598,name599,lastname599,MAR,3,1997,BS MGT,0927 869 7453,Female,Globe
599,name600,lastname600,AUG,23,1999,BS MGT,0927 929 8643,Male,Globe
600,name601,lastname601,JUN,7,2000,BS ME,0927 199 7786,Male,Globe
601,name602,lastname602,JAN,27,1997,BS CTM,0927 244 7754,Female,Globe
602,name603,lastname603,AUG,24,1999,BS ITE,0917 518 5769,Male,Globe
603,name604,lastname604,SEP,16,1999,BS ITE,0918 467 8650,Male,Smart
604,name605,lastname605,MAR,16,1997,BS CTM,0918 955 9875,Female,Smart
605,name606,lastname606,JUL,27,1997,BS ITE,0917 606 1240,Male,Globe
606,name607,lastname607,APR,5,1999,BS ME,0917 507 6695,Male,Globe
607,name608,lastname608,SEP,13,2000,BS LM,0918 631 4366,Female,Smart
608,name609,lastname609,JAN,18,1998,BS ME,0917 208 1541,Male,Globe
609,name610,lastname610,NOV,21,1998,BS MGT,0917 885 3585,Male,Globe
610,name611,lastname611,NOV,4,2000,BS LM,0917 723 7524,Male,Globe
611,name612,lastname612,MAR,8,1999,BS MGT,0918 237 7442,Male,Smart
612,name613,lastname613,AUG,13,1999,BS MGT,0927 364 3609,Female,Globe
613,name614,lastname614,NOV,24,1999,BS ITE,0917 373 1567,Female,Globe
614,name615,lastname615,DEC,1,1999,BS LM,0927 610 6904,Male,Globe
615,name616,lastname616,AUG,13,1997,BS ITE,0927 116 9499,Female,Globe
616,name617,lastname617,JAN,28,1999,BS CTM,0927 183 5286,Female,Globe
617,name618,lastname618,JUL,22,1999,BS ME,0918 647 2458,Male,Smart
618,name619,lastname619,AUG,25,1997,BS LM,0927 443 4773,Female,Globe
619,name620,lastname620,SEP,20,1999,BS ITE,0918 430 1349,Female,Smart
620,name621,lastname621,APR,6,1997,BS LM,0927 132 8496,Female,Globe
621,name622,lastname622,OCT,24,1997,BS LM,0918 404 9712,Female,Smart
622,name623,lastname623,SEP,23,1997,BS ITE,0917 722 1395,Female,Globe
623,name624,lastname624,MAR,8,1999,BS ME,0918 400 3947,Male,Smart
624,name625,lastname625,JUL,1,1999,BS ITE,0927 898 7936,Female,Globe
625,name626,lastname626,APR,9,2000,BS ME,0918 796 1250,Female,Smart
626,name627,lastname627,NOV,2,2001,BS CTM,0918 760 3341,Male,Smart
627,name628,lastname628,FEB,2,2001,BS CTM,0918 295 6097,Male,Smart
628,name629,lastname629,SEP,7,1999,BS CTM,0917 387 2390,Female,Globe
629,name630,lastname630,SEP,18,1997,BS ITE,0917 252 2745,Male,Globe
630,name631,lastname631,AUG,28,1998,BS LM,0917 677 9021,Male,Globe
631,name632,lastname632,FEB,19,1999,BS ITE,0918 914 3596,Female,Smart
632,name633,lastname633,JAN,21,1998,BS ITE,0917 778 5734,Male,Globe
633,name634,lastname634,DEC,15,2001,BS ITE,0918 711 6376,Male,Smart
634,name635,lastname635,MAR,1,1998,BS CTM,0918 301 7164,Female,Smart
635,name636,lastname636,JAN,21,1997,BS LM,0918 250 9975,Female,Smart
636,name637,lastname637,OCT,28,1999,BS CTM,0917 107 2793,Male,Globe
637,name638,lastname638,FEB,13,1997,BS ITE,0917 516 2992,Female,Globe
638,name639,lastname639,JUN,26,1999,BS MGT,0917 100 6833,Male,Globe
639,name640,lastname640,DEC,25,1998,BS ME,0927 750 6394,Female,Globe
640,name641,lastname641,FEB,25,1997,BS ITE,0927 932 1706,Female,Globe
641,name642,lastname642,APR,1,1997,BS LM,0918 114 2489,Female,Smart
642,name643,lastname643,OCT,17,1997,BS ME,0927 692 3282,Female,Globe
643,name644,lastname644,MAY,12,1999,BS CTM,0918 153 9747,Male,Smart
644,name645,lastname645,MAR,24,1999,BS ITE,0917 341 7232,Male,Globe
645,name646,lastname646,JAN,27,1999,BS LM,0918 388 9301,Female,Smart
646,name647,lastname647,APR,17,1998,BS MGT,0917 548 6974,Female,Globe
647,name648,lastname648,OCT,4,1999,BS CTM,0917 864 6776,Male,Globe
648,name649,lastname649,SEP,16,2001,BS LM,0917 553 9701,Female,Globe
649,name650,lastname650,AUG,19,1999,BS ITE,0918 608 8148,Female,Smart
650,name651,lastname651,AUG,23,1999,BS ITE,0927 966 7629,Female,Globe
651,name652,lastname652,MAY,19,1997,BS LM,0927 621 3475,Male,Globe
652,name653,lastname653,JAN,15,1999,BS MGT,0917 870 2139,Female,Globe
653,name654,lastname654,JUN,26,2000,BS ME,0927 899 4314,Male,Globe
654,name655,lastname655,JUN,25,1999,BS LM,0917 439 1927,Female,Globe
655,name656,lastname656,APR,2,1998,BS ITE,0917 823 3564,Female,Globe
656,name657,lastname657,NOV,27,1997,BS CTM,0917 911 4843,Male,Globe
657,name658,lastname658,APR,1,2001,BS MGT,0917 369 1137,Female,Globe
658,name659,lastname659,APR,26,1998,BS ITE,0927 432 5001,Male,Globe
659,name660,lastname660,JAN,21,1997,BS ME,0917 639 8097,Female,Globe
660,name661,lastname661,JUL,17,1998,BS ITE,0917 216 9154,Male,Globe
661,name662,lastname662,MAY,23,1997,BS ME,0917 557 4445,Male,Globe
662,name663,lastname663,NOV,17,1998,BS CTM,0927 563 4960,Male,Globe
